OTU_ID,Domain,Phylum,Class,Order,Family,Genus,Species
OTU_1693,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_1694,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1695,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_1696,Fungi,NA,NA,NA,NA,NA,NA
OTU_1697,Fungi,NA,NA,NA,NA,NA,NA
OTU_1698,Fungi,Basidiomycota,Microbotryomycetes,NA,NA,NA,NA
OTU_1699,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_17,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,NA,NA
OTU_170,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA
OTU_1700,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA
OTU_1701,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU_1702,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1703,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA
OTU_1704,Fungi,NA,NA,NA,NA,NA,NA
OTU_1705,Fungi,NA,NA,NA,NA,NA,NA
OTU_1706,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU_1707,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Tetracladium sp 
OTU_1708,Fungi,NA,NA,NA,NA,NA,NA
OTU_1709,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_171,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_1710,Fungi,NA,NA,NA,NA,NA,NA
OTU_1711,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Tubaria,Tubaria furfuracea
OTU_1712,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia sp 
OTU_1713,Fungi,NA,NA,NA,NA,NA,NA
OTU_1714,Fungi,NA,NA,NA,NA,NA,NA
OTU_1715,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp 
OTU_1716,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU_1717,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setomelanomma,Setomelanomma holmii
OTU_1718,Fungi,NA,NA,NA,NA,NA,NA
OTU_1719,Fungi,NA,NA,NA,NA,NA,NA
OTU_172,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces ucrainicus
OTU_1720,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1721,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Incertae_sedis,Coralloidiomyces,Coralloidiomyces digitatus
OTU_1722,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,NA,NA,NA
OTU_1723,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU_1724,Fungi,NA,NA,NA,NA,NA,NA
OTU_1725,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,Lepiota erminea
OTU_1726,Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,NA
OTU_1727,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU_1728,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU_1729,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_173,Fungi,NA,NA,NA,NA,NA,NA
OTU_1730,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1731,Fungi,NA,NA,NA,NA,NA,NA
OTU_1732,Fungi,NA,NA,NA,NA,NA,NA
OTU_1733,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1734,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1735,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1736,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1737,Fungi,NA,NA,NA,NA,NA,NA
OTU_1738,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1739,Fungi,NA,NA,NA,NA,NA,NA
OTU_174,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella thompsonii
OTU_1740,Fungi,NA,NA,NA,NA,NA,NA
OTU_1741,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_1742,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1743,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
OTU_1744,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,NA,NA
OTU_1745,Fungi,NA,NA,NA,NA,NA,NA
OTU_1746,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,NA,NA
OTU_1747,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
OTU_1748,Fungi,NA,NA,NA,NA,NA,NA
OTU_1749,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_175,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae
OTU_1750,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1751,Fungi,NA,NA,NA,NA,NA,NA
OTU_1752,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,NA
OTU_1753,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,NA
OTU_1754,Fungi,NA,NA,NA,NA,NA,NA
OTU_1755,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU_1756,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU_1757,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1758,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1759,Fungi,NA,NA,NA,NA,NA,NA
OTU_176,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Simocybe,Simocybe sumptuosa
OTU_1760,Fungi,NA,NA,NA,NA,NA,NA
OTU_1761,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1762,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_1763,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Irpex,Irpex lacteus
OTU_1764,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU_1765,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1766,Fungi,NA,NA,NA,NA,NA,NA
OTU_1767,Fungi,NA,NA,NA,NA,NA,NA
OTU_1768,Fungi,NA,NA,NA,NA,NA,NA
OTU_1769,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA
OTU_1770,Fungi,NA,NA,NA,NA,NA,NA
OTU_1771,Fungi,NA,NA,NA,NA,NA,NA
OTU_1772,Fungi,NA,NA,NA,NA,NA,NA
OTU_1773,Fungi,NA,NA,NA,NA,NA,NA
OTU_1774,Fungi,NA,NA,NA,NA,NA,NA
OTU_1775,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,NA,NA
OTU_1776,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces dolichospermus
OTU_1777,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1778,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Incertae_sedis,Vermispora,Vermispora fusarina
OTU_1779,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_178,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Tetracladium sp 
OTU_1780,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1781,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Incertae_sedis,Entrophospora,Entrophospora sp 
OTU_1782,Fungi,NA,NA,NA,NA,NA,NA
OTU_1783,Fungi,Ascomycota,Eurotiomycetes,NA,NA,NA,NA
OTU_1784,Fungi,NA,NA,NA,NA,NA,NA
OTU_1785,Fungi,NA,NA,NA,NA,NA,NA
OTU_1786,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Byssonectria,Byssonectria deformis
OTU_1787,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis vini
OTU_1788,Fungi,NA,NA,NA,NA,NA,NA
OTU_1789,Fungi,Chytridiomycota,Chytridiomycetes,NA,NA,NA,NA
OTU_179,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
OTU_1790,Fungi,NA,NA,NA,NA,NA,NA
OTU_1791,Fungi,NA,NA,NA,NA,NA,NA
OTU_1792,Fungi,Ascomycota,Orbiliomycetes,NA,NA,NA,NA
OTU_1793,Fungi,NA,NA,NA,NA,NA,NA
OTU_1794,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis,Incertae_sedis,Xylomelasma,Xylomelasma sp 
OTU_1795,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,NA
OTU_1796,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_1797,Fungi,NA,NA,NA,NA,NA,NA
OTU_1798,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1799,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU_18,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon pratense
OTU_180,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA
OTU_1800,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella amoeboidea
OTU_1801,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU_1802,Fungi,NA,NA,NA,NA,NA,NA
OTU_1803,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU_1804,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1805,Fungi,NA,NA,NA,NA,NA,NA
OTU_1806,Fungi,NA,NA,NA,NA,NA,NA
OTU_1807,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU_1808,Fungi,NA,NA,NA,NA,NA,NA
OTU_1809,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA
OTU_1810,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
OTU_1811,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU_1812,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU_1813,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1814,Fungi,NA,NA,NA,NA,NA,NA
OTU_1815,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala equina
OTU_1816,Fungi,NA,NA,NA,NA,NA,NA
OTU_1817,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
OTU_1818,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1819,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU_182,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium carneum
OTU_1820,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,NA
OTU_1821,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1822,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hebelomataceae,NA,NA
OTU_1823,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU_1824,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
OTU_1825,Fungi,NA,NA,NA,NA,NA,NA
OTU_1826,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
OTU_1827,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_1828,Fungi,NA,NA,NA,NA,NA,NA
OTU_1829,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1830,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Incertae_sedis,Entrophospora,Entrophospora sp 
OTU_1831,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1832,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia frigida
OTU_1833,Fungi,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Lentinellus,Lentinellus ursinus
OTU_1834,Fungi,NA,NA,NA,NA,NA,NA
OTU_1835,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1836,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU_1837,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU_1838,Fungi,NA,NA,NA,NA,NA,NA
OTU_1839,Fungi,NA,NA,NA,NA,NA,NA
OTU_184,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium sp 
OTU_1840,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1841,Fungi,NA,NA,NA,NA,NA,NA
OTU_1842,Fungi,Ascomycota,Sordariomycetes,Diaporthales,NA,NA,NA
OTU_1843,Fungi,NA,NA,NA,NA,NA,NA
OTU_1844,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,NA
OTU_1845,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,NA
OTU_1846,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_1847,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU_1848,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,NA
OTU_1849,Fungi,NA,NA,NA,NA,NA,NA
OTU_1850,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1851,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU_1852,Fungi,NA,NA,NA,NA,NA,NA
OTU_1853,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1854,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,NA,NA,NA
OTU_1855,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1856,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1857,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU_1858,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,NA
OTU_1859,Fungi,NA,NA,NA,NA,NA,NA
OTU_186,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,Sagenomella diversispora
OTU_1860,Fungi,NA,NA,NA,NA,NA,NA
OTU_1861,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia pulcherrima
OTU_1862,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
OTU_1863,Fungi,NA,NA,NA,NA,NA,NA
OTU_1864,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
OTU_1865,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1866,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA
OTU_1867,Fungi,NA,NA,NA,NA,NA,NA
OTU_1868,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU_1869,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU_187,Fungi,Ascomycota,Sordariomycetes,Xylariales,Incertae_sedis,Cryptostroma,Cryptostroma corticale
OTU_1870,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,NA
OTU_1871,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1872,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_1873,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1874,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1875,Fungi,NA,NA,NA,NA,NA,NA
OTU_1876,Fungi,NA,NA,NA,NA,NA,NA
OTU_1877,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Incertae_sedis,Entrophospora,Entrophospora sp 
OTU_1878,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera saturnus
OTU_1879,Fungi,Kickxellomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Ramicandelaber,NA
OTU_188,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
OTU_1880,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1881,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys miodochialis
OTU_1882,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1883,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1884,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella exigua
OTU_1886,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1887,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis sp 
OTU_1888,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Aquapeziza,Aquapeziza globispora
OTU_1889,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,Hyphodontia cineracea
OTU_1890,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU_1891,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_1892,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1893,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria sp 
OTU_1894,Fungi,NA,NA,NA,NA,NA,NA
OTU_1895,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1896,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Incertae_sedis,Spiromastix,NA
OTU_1897,Fungi,Mortierellomycota,NA,NA,NA,NA,NA
OTU_1898,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis,Leohumicola,NA
OTU_1899,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_19,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus sp 
OTU_1900,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,NA,NA
OTU_1901,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,NA
OTU_1902,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1903,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1904,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,NA,NA
OTU_1905,Fungi,Rozellomycota,Incertae_sedis,Gs11,NA,NA,NA
OTU_1906,Fungi,NA,NA,NA,NA,NA,NA
OTU_1907,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1908,Fungi,NA,NA,NA,NA,NA,NA
OTU_1909,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_191,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU_1910,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium glutinans
OTU_1911,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1912,Fungi,NA,NA,NA,NA,NA,NA
OTU_1913,Fungi,NA,NA,NA,NA,NA,NA
OTU_1914,Fungi,NA,NA,NA,NA,NA,NA
OTU_1915,Fungi,NA,NA,NA,NA,NA,NA
OTU_1916,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
OTU_1917,Fungi,NA,NA,NA,NA,NA,NA
OTU_1918,Fungi,NA,NA,NA,NA,NA,NA
OTU_1919,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,NA,NA
OTU_192,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,Ganoderma sp 
OTU_1920,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1921,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella exigua
OTU_1922,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA
OTU_1923,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1924,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU_1925,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1926,Fungi,NA,NA,NA,NA,NA,NA
OTU_1927,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_1928,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,NA,NA,NA
OTU_1929,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,NA,NA,NA
OTU_1930,Fungi,NA,NA,NA,NA,NA,NA
OTU_1931,Fungi,NA,NA,NA,NA,NA,NA
OTU_1932,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1933,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1934,Fungi,NA,NA,NA,NA,NA,NA
OTU_1935,Fungi,NA,NA,NA,NA,NA,NA
OTU_1936,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1937,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU_1938,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU_1939,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_194,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU_1940,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA
OTU_1941,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU_1942,Fungi,NA,NA,NA,NA,NA,NA
OTU_1943,Fungi,Mortierellomycota,NA,NA,NA,NA,NA
OTU_1944,Fungi,NA,NA,NA,NA,NA,NA
OTU_1945,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1946,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1947,Fungi,NA,NA,NA,NA,NA,NA
OTU_1948,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp 
OTU_1949,Fungi,NA,NA,NA,NA,NA,NA
OTU_195,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis,Acremonium,Acremonium persicinum
OTU_1950,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys musiformis
OTU_1951,Fungi,NA,NA,NA,NA,NA,NA
OTU_1952,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1953,Fungi,NA,NA,NA,NA,NA,NA
OTU_1954,Fungi,NA,NA,NA,NA,NA,NA
OTU_1955,Fungi,Rozellomycota,Incertae_sedis,Gs06,NA,NA,NA
OTU_1956,Fungi,NA,NA,NA,NA,NA,NA
OTU_1957,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU_1958,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber pseudoexcavatum
OTU_1959,Fungi,NA,NA,NA,NA,NA,NA
OTU_196,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU_1960,Fungi,NA,NA,NA,NA,NA,NA
OTU_1961,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU_1962,Fungi,NA,NA,NA,NA,NA,NA
OTU_1963,Fungi,NA,NA,NA,NA,NA,NA
OTU_1964,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1965,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis,Gliocladium,Gliocladium sp 
OTU_1966,Fungi,NA,NA,NA,NA,NA,NA
OTU_1967,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU_1968,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1969,Fungi,NA,NA,NA,NA,NA,NA
OTU_1970,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU_1971,Fungi,NA,NA,NA,NA,NA,NA
OTU_1972,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,NA
OTU_1973,Fungi,NA,NA,NA,NA,NA,NA
OTU_1974,Fungi,NA,NA,NA,NA,NA,NA
OTU_1975,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Zalerion,Zalerion arboricola
OTU_1976,Fungi,NA,NA,NA,NA,NA,NA
OTU_1977,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1978,Fungi,NA,NA,NA,NA,NA,NA
OTU_1979,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1980,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_1981,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp 
OTU_1982,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_1983,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1984,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1985,Fungi,NA,NA,NA,NA,NA,NA
OTU_1986,Fungi,NA,NA,NA,NA,NA,NA
OTU_1987,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU_1988,Fungi,NA,NA,NA,NA,NA,NA
OTU_1989,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_199,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU_1990,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1991,Fungi,Chytridiomycota,Chytridiomycetes,NA,NA,NA,NA
OTU_1992,Fungi,NA,NA,NA,NA,NA,NA
OTU_1993,Fungi,NA,NA,NA,NA,NA,NA
OTU_1994,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU_1995,Fungi,NA,NA,NA,NA,NA,NA
OTU_1996,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_1997,Fungi,NA,NA,NA,NA,NA,NA
OTU_1998,Fungi,NA,NA,NA,NA,NA,NA
OTU_1999,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma viride
OTU_2000,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia sp 
OTU_2001,Fungi,Ascomycota,Sordariomycetes,Sordariales,Incertae_sedis,Staphylotrichum,NA
OTU_2002,Fungi,Glomeromycota,Glomeromycetes,NA,NA,NA,NA
OTU_2003,Fungi,Ascomycota,NA,NA,NA,NA,NA
